COMPETENCIA;IBGE;UF;MUNICIPIO;CNES;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_PROPRIO;CNPJ_MANTENEDORA;TIPO_GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP
202107;320370;ES;MUNIZ FREIRE;2678918;UNIDADE DE SAUDE DE VIEIRA MACHADO;FUNDO MUNICIPAL DE SAUDE;;2,71657E+13;M;RUA MARIA DA ASCENCAO SOARES;S/N;VIEIRA MACHADO;29383000
202107;320410;ES;PINHEIROS;2484110;LABORATORIO MAIA LTDA EPP;LABORATORIO MAIA LTDA EPP;2,84715E+13;;M;RUA EURICO REZENDE;88;CENTRO;29980000
202107;320410;ES;PINHEIROS;2484358;UNIDADE SANITARIA DE PINHEIROS;PREFEITURA MUNICIPAL DE PINHEIROS;;2,71741E+13;M;PRACA CRISTIANO DIAS LOPES;S/N;CENTRO;29980000
202107;320410;ES;PINHEIROS;2484382;UNIDADE SANITARIA PSF SAO JOAO DO SOBRADO;PREFEITURA MUNICIPAL DE PINHEIROS;;2,71741E+13;M;RUA ANTONIO ANDRADE;S/N;CENTRO;29980000
202107;320410;ES;PINHEIROS;2484544;ECODONTO;GUACIRA ALVES MOREIRA CALATRONE;;;M;AV AGENOR LUIZ HERINGER;460;CENTRO;29980000
202107;320270;ES;ITAGUACU;3419533;CONSULTORIO DE PEDIATRIA DR ANDREA;ANDREA CALMON MANTOVANELLI MONTEIRO;;;M;RRUA CORONEL ANTONIO MARTINHO BARBOSA;3;CENTRO;29690000
202107;320130;ES;CARIACICA;3340422;EVOLUIR REABILITACAO;EVOLUIR REABILITACAO LTDA;5,01177E+12;;M;AV GETULIO VARGAS;1150;CAMPO GRANDE;29146070
202107;320130;ES;CARIACICA;3340465;DE ANGELI GINECOLOGIA E OBSTETRICIA SC LTDA;DE ANGELI GINECOLOGIA E OBSTETRICIA SC LTDA;3,74199E+12;;M;RUA JOSE VIEIRA GOMES;15;CAMPO GRANDE;29146410
202107;320490;ES;SAO MATEUS;2484226;US SAO MATEUS US3 CENTRO DE SAUDE;PREFEITURA MUNICIPAL DE SAO MATEUS;;2,71675E+13;M;AV JOSE TOZZI;2220;BOA VISTA;29931340
202107;320490;ES;SAO MATEUS;2522977;HEMOCENTRO REGIONAL DE SAO MATEUS;SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO;;2,70806E+13;E;AV OTHOVARINO DUARTE SANTOS;2;PARQUE WASHINGTON;29938010
202107;320500;ES;SERRA;2485966;MATERNIDADE CORONEL LEONCIO VIEIRA DE REZENDE;PREFEITURA MUNICIPAL DA SERRA;;2,71741E+13;M;RUA SAO PEDRO;S/N;JARDIM LIMOEIRO;29166350
202107;320500;ES;SERRA;2522829;UNIDADE REGIONAL DE SAUDE NOVO HORIZONTE;PREFEITURA MUNICIPAL DA SERRA;;2,71741E+13;M;AVENIDA BRASIL;S/N;NOVO HORIZONTE;29163331
202107;320520;ES;VILA VELHA;6423833;ELZA MARIA SOMMER GODINHO;ELZA MARIA SOMMER GODINHO;;;M;AVENIDA DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;29101950
202107;320140;ES;CASTELO;3054705;PAULO AUGUSTO SALVADOR;PAULO AUGUSTO SALVADOR;;;M;PRACA DO CONVIVIO;S/N;CENTRO;29360000
202107;320140;ES;CASTELO;3054683;LABORATORIO LAAE;LAAE ANALISES CLINICAS LTDA EPP;3,9324E+13;;M;MINISTRO EURICO SALLES;155;CENTRO;29360000
202107;320140;ES;CASTELO;8010064;ODALEA ALTOE NOVO;ODALEA ALTOE NOVO;;;M;AVENIDA NOSSA SENHORA DA PENHA;S/N;CENTRO;29360000
202107;320140;ES;CASTELO;3054721;RITA DE CASSIA PASSAMANI COLA;RITA DE CASSIA PASSAMANI COLA;;;M;RUA ARCHILAU VIVACQUA;98;CENTRO;29360000
202107;320140;ES;CASTELO;3054756;SERGIO PASSAMANI;SERGIO PASSAMANI;;;M;AVENIDA MINISTRO ARARIPE;S/N;CENTRO;29360000
202107;320040;ES;ANCHIETA;2522926;UNIDADE ESF ESB DE RECANTO DO SOL;PREFEITURA MUNICIPAL DE ANCHIETA;;2,71427E+13;M;RECANTO DO SOL;S/N;RECANTO DO SOL;29230000
202107;320040;ES;ANCHIETA;4044355;CEU CENTRO DE ESPECIALIDADES UNIFICADO;PREFEITURA MUNICIPAL DE ANCHIETA;;2,71427E+13;M;RODOVIA DO SOL;S/N;VILA RESIDENCIAL SAM;29230000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;5049563;DENISE BARBOSA BASTOS;DENISE BARBOSA BASTOS;;;M;MONRAD ADENAUER;10;GILBERTO MACHADO;29300040
202107;320530;ES;VITORIA;3108147;CLINICA VITORIA CENTRO DE REFERENCIA EM CIRURGIA DE MAO;CLINICA DE ORTOPEDIA E REABILITACAO VITORIA LTDA EPP;5,62091E+12;;E;RUA JOSE FARIA;134;SANTA LUIZA;29045300
202107;320530;ES;VITORIA;3440737;ADHEMAR MATTEDI;ADHEMAR MATTEDI;;;M;AV NOSSA SENHORA DA PENHA;280;PRAIA DO CANTO;29056250
202107;320150;ES;COLATINA;2446030;HOSPITAL E MATERNIDADE SILVIO AVIDOS;SECRETARIA DE ESTADO DA SAUDE;2,70806E+13;2,70806E+13;M;RUA CASSIANO CASTELO;307;CENTRO;29700060
202107;320150;ES;COLATINA;2446073;US1 ACAMPAMENTO LUIZ IGLESIAS;PREFEITURA MUNICIPAL DE COLATINA;;2,71657E+13;M;RUA PRINCIPAL;S/N;ACAMPAMENTO;29700060
202107;320060;ES;ARACRUZ;3788393;CONSULTORIO DE PSICOLOGIA LUCIANE DE FREITAS MACHADO E SOUZA;LUCIANE DE FREITAS MACHADO E SOUZA;;;M;AV VINHATICOS;S/N;COQUEIRAL;29190970
202107;320060;ES;ARACRUZ;5275660;ORTODERM;PEREIRA MEDICOS ASSOCIADOS;5,68108E+12;;M;RUA PADRE LUIZ PARENZI;717;CENTRO;29190970
202107;320530;ES;VITORIA;6513689;ANDREA ARLOTTA;ANDREA ARLOTTA;;;M;RUA CARLOS EDUARDO MONTEIRO DE LEMOS;262;JARDIM DA PENHA;29060120
202107;320020;ES;ALEGRE;5687942;ROSENI NUNES DIAS;ROSENI NUNES DIAS;;;M;AV OLIVIO CORREA PEDROSA;380;CENTRO;29500000
202107;320380;ES;MUQUI;5700752;ESTRATEGIA SAUDE DA FAMILIA ALTO BOA ESPERANCA;PREFEITURA MUNICIPAL DE MUQUI;;2,70824E+13;M;JOSE BRAZ DE MENDONCA FILHO;S/N;ALTO BOA ESPENCA;29480000
202107;320380;ES;MUQUI;5700787;ESTRATEGIA SAUDE DA FAMILIA BABILONIA;PREFEITURA MUNICIPAL DE MUQUI;;2,70824E+13;M;BABILONIA;S/N;BABILONIA;29480000
202107;320490;ES;SAO MATEUS;6806538;LORENCINI ASSESSORIA LTDA ME;LORENCINI ASSESSORIA LTDA ME;1,0831E+13;;M;RUA NOVA VENECIA;1082;GURIRI;29945470
202107;320490;ES;SAO MATEUS;9374426;DELPUPO RIGOTI NUCLEO DE REABILITACAO ACELERADA LTDA ME;DELPUPO RIGOTI NUCLEO DE REABILITACAO ACELERADA LTDA ME;4,30822E+12;;M;RUA GERALDO PINTO;72;GURIRI;29945200
202107;320530;ES;VITORIA;9456473;CLIMAP;CLINICA PNEUMOLOGICA DR MARLI LOPES EIRELI;2,81425E+13;;E;AVENIDA NOSSA SENHORA DOS NAVEGANTES;675;ENSEADA DO SUA;29050912
202107;320060;ES;ARACRUZ;9600728;TAMARA BITTI PSICOLOGIA;TAMARA B R PIMENTEL;2,78769E+13;;M;PRESIDENTE CASTELO BRANCO;S/N;JEQUITIBA;29193066
202107;320280;ES;ITAPEMIRIM;9600965;PROGRAMA SAUDE DA MULHER CASA ROSA;SECRETARIA MUNICIPAL DE SAUDE;;2,71742E+13;M;RUA MEUQUIDEX FELIX SOUZA;135;CENTRO;29330000
202107;320320;ES;LINHARES;9503501;ESPACO DAIANA SIQUEIRA;LINIVER PEREIRA CARLETTI;2,99735E+13;;M;RUA PROFESSOR JONES;817;CENTRO;29900131
202107;320530;ES;VITORIA;9566880;EDNA GOMES DE JESUS DA SILVA;EDNA GOMES DE JESUS DA SILVA;;;M;RUA DOUTOR EURICO DE AGUIAR;130;SANTA HELENA;29055042
202107;320520;ES;VILA VELHA;9585001;ESSENCIAL ODONTOLOGIA INTEGRADA;INSTITUTO ODONTOLOGICO JABBUR E GUIMARAES LTDA;3,08796E+13;;M;HENRIQUE MOSCOSO;607;PRAIA DA COSTA;29101345
202107;320240;ES;GUARAPARI;5506336;CLAUDIA EGAS TERRA;CLAUDIA TERRA EIRELI ME;2,93206E+13;;M;RUA CARLOS SANTANA;108;SAO JUDAS TADEU;29200640
202107;320240;ES;GUARAPARI;9572325;LORRAINE GOMES;LORRAINE GOMES;;;M;RUA MIAMI;439;PRAIA DO MORRO;29216180
202107;320320;ES;LINHARES;9438033;CENTROLAB UNIMED;LABORATORIO CENTROLAB LTDA;2,75633E+13;;M;AV AUGUSTO CALMOM;2087;COLINA;29900445
202107;320506;ES;VENDA NOVA DO IMIGRANTE;3732363;JOSE CARLOS ULIANA;JOSE CARLOS ULIANA;;;M;AV DOMINGOS PERIM;234;CENTRO;29375000
202107;320313;ES;JOAO NEIVA;9428356;NEOCLINICA VACINAS;CLINICA DE VACINACAO DE ARACRUZ LTDA ME;1,07505E+13;;M;BRASIL;247;CENTRO;29680000
202107;320390;ES;NOVA VENECIA;6346138;FISIO CLIN;FISIO CLIN CLINICA DE FISIOTERAPIA E ESTETICA LTDA ME;1,11572E+13;;M;AVENIDA VITORIA;151;CENTRO;29830000
202107;320035;ES;ALTO RIO NOVO;9578617;LABORATORIO VIDA;ANDRADE ASSIS LABORATORIO LTDA;2,4128E+13;;M;RUA PAULO MARTINS;86;CENTRO;29760000
202107;320260;ES;ICONHA;9575049;CLINICA IMAGEM;ROSA JUSTI CARDOSO;1,16668E+13;;M;DANILO MONTEIRO DE CASTRO;121;CENTRO;29280000
202107;320530;ES;VITORIA;9552073;MAGISTRAL FARMACIA DE MANIPULACAO LTDA;MAGISTRAL FARMACIA DE MANIPULACAO LTDA;1,43653E+12;;M;RUA RUY PINTO BANDEIRA;600;JARDIM CAMBURI;29090130
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9600930;IZABELLE HAUTEQUESTT MEIRELES;IZABELLE HAUTEQUESTT MEIRELES;;;M;RUA DR JOSE PAE BARRETO;4;CENTRO;29300045
202107;320420;ES;PIUMA;3055558;CLINICA MEDICA DR CEZAR MATHIAS;CLINICA MEDICA DR CEZAR MATHIAS;2,89569E+12;;M;AVENIDA ISAIAS SCHERRER;73;CENTRO;29285000
202107;320520;ES;VILA VELHA;9578862;BERNARDO DE SIQUEIRA;BERNARDO BASTOS DE SIQUEIRA;;;M;AVENIDA MOEMO;25;DIVINO ESPIRITO SANT;29107250
202107;320035;ES;ALTO RIO NOVO;9555358;SECRETARIA MUNICIPAL DE SAUDE;MUNICIPIO DE ALTO RIO NOVO;;3,17967E+13;M;RUA MANOEL CLEMENTE BRUM;94;SANTA BARBARA;29760000
202107;320040;ES;ANCHIETA;9555749;VIVERE SAUDE MENTAL 24 HS FILIAL;VIVERE SAUDE LTDA;2,61843E+13;;M;RUA MANOEL MIRANDA GARCIA;36;VILA MARIANA;29230000
202107;320520;ES;VILA VELHA;9553630;FISIO ALTERNATIVA;CENTRO DE REABILITACAO E TERAPIAS ALTERNATIVAS LTDA;1,0561E+13;;M;FORTALEZA;1401;PRAIA DE ITAPOA;29101571
202107;320390;ES;NOVA VENECIA;3135993;CONSULTORIO ODONTOLOGICO DR GERALDO FRANCKLIN BENTO FERREIRA;DR GERALDO FRANCKLIN BENTO FERREIRA;;;M;RUA RIACHO;10;CENTRO;29830000
202107;320503;ES;VARGEM ALTA;9557377;ELOISA FIN;ELOISA FIN;;;M;RUA PAULINO FRANCISCO MOREIRA;119;CENTRO;29295000
202107;320210;ES;ECOPORANGA;9549544;LAB BSF LAB DE ANALISES CLINICAS ME;LAB BSF LABORATORIO DE ANALISES CLINICAS LTDA;2,32079E+13;;M;RUA AYRES XAVIER DA PENHA;31;CENTRO;29850000
202107;320503;ES;VARGEM ALTA;9580085;FARMACIA DO SANSAO;DROGARIA E PERFUMARIA TAVILI LTDA;3,17408E+13;;M;RUA NESTOR GOMES;S/N;CENTRO;29295000
202107;320520;ES;VILA VELHA;9584838;ORALDENTS;CLINICA ODONTOLOGICA OLIVEIRA LAGE LTDA;2,5249E+13;;M;NORDESTE;35;GLORIA;29122605
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9380671;KARDIOS;REANIME LTDA ME;1,45982E+13;;M;AVENIDA FRANCISCO LACERDA DE AGUIAR;214;GILBERTO MACHADO;29303384
202107;320390;ES;NOVA VENECIA;9374272;ORALDENT;CLINICA ODONTOLOGICA PEDRO OLIVEIRA LTDA ME;2,8327E+13;;M;TRAVESSA AVENIDA VITORIA;74;CENTRO;29830000
202107;320390;ES;NOVA VENECIA;3800458;CONSULTORIO DR ANTONIO TRAVASSOS SARINHO;DR ANTONIO TRAVASSOS SARINHO;;;M;AVENIDA VITORIA;146;CENTRO;29830000
202107;320520;ES;VILA VELHA;9528288;SAUDE ACONCHEGO;ACONCHEGO COMERCIO E SERVICO LTDA;2,78765E+13;;M;ARARIBOIA;251;CENTRO DE VILA VELHA;29100340
202107;320520;ES;VILA VELHA;6365493;HENRIQUE MEDEIROS DE ARAUJO;HENRIQUE MEDEIROS DE ARAUJO;;;M;AVENIDA JOAO MENDES;24;SANTA MONICA;29105200
202107;320515;ES;VILA PAVAO;9508872;DROGRARIA PAVOENSE;DROGRARIA PAVOENSE LTDA;9,06244E+12;;M;RUA VASCO COUTINHO;S/N;CENTRO;29843000
202107;320500;ES;SERRA;9318119;ODONTO SCAN;ODONTO SCAN CENTRO DE RADIOLO E IMAGENS EM ODONTO LTDA EPP;5,04193E+12;;E;AV CENTRAL;884;PARQUE RESIDENCIAL L;29165130
202107;320530;ES;VITORIA;177369;LABORATORIO BIOLAB LTDA;LABORATORIO BIOLAB LTDA;3,60103E+13;;M;RUA JOSE TEIXEIRA;316;PRAIA DO CANTO;29055310
202107;320320;ES;LINHARES;185175;RAMIREZ CARDIOLOGIA;RAMIREZ CARDIOLOGIA LTDA;3,67082E+13;;M;NICOLA BIANCARDI;1093;CENTRO;29900207
202107;320060;ES;ARACRUZ;2769956;UNIDADE BASICA DE SAUDE DE VILA RICA;PREFEITURA MUNICIPAL DE ARACRUZ;;2,71427E+13;M;RUA PADRE LUIZ PARENZI;14;VILA RICA;29194106
202107;320520;ES;VILA VELHA;9989625;SPINES INSTITUTO DE COLUNA;SPINES CENTRO ESPECIALIZADO DE COLUNA E ENSINO LTDA;2,04604E+13;;M;MOEMA;25;DIVINO ESPIRITO SANT;29107250
202107;320240;ES;GUARAPARI;2358417;ALOISIO ANTONIO MARQUES DE LIMA;ALOISIO ANTONIO MARQUES DE LIMA;;;M;RUA HORACIO SANTANA;78;PARQUE AREIA PRETA;29200750
202107;320520;ES;VILA VELHA;6365590;SARTE ODONTOLOGIA;ISABEL CRISTINA SARTE MARIANO DA SILVA;;;M;RUA ANTONIO ATAIDE;468;CENTRO;29100290
202107;320490;ES;SAO MATEUS;9985409;IAD INSTITUTO DO APARELHO DIGESTIVO NORTE CAPIXABA;MESQUITA E CASOTTI LTDA;2,73649E+13;;M;RUA DOUTOR ARLINDO SODRE;522;FATIMA;29933540
202107;320530;ES;VITORIA;949;ORAL CENTER;ORAL CENTER ODONTOLOGIA LTDA;3,29595E+13;;M;RUA EUGENIO NETTO;488;PRAIA DO CANTO;29055270
202107;320520;ES;VILA VELHA;9989684;ODONTOMAX VV;CLINICA ANDRADE E AMORIM LTDA;2,98079E+13;;M;DOS LARANJAIS;260;NOVA ITAPARICA;29104222
202107;320506;ES;VENDA NOVA DO IMIGRANTE;9470379;LABORATORIO MUNICIPAL DE VENDA NOVA DO IMIGRANTE;PREFEITURA MUNICIPAL DE VENDA NOVA DO IMIGRANTE;;3,17235E+13;M;AVENIDA LORENZO ZANDONADI;843;VILA BETANIA;29375000
202107;320500;ES;SERRA;6358101;SERRA ODONTO CENTER;SERRA ODONTO CENTER LTDA ME;1,09095E+13;;M;RUA DOM PEDRO II;43;CENTRO;29176120
202107;320520;ES;VILA VELHA;9638431;FLORESCER KIDS REABILITACAO NEUROLOGICA;KIDIA GONCALVES MIRANDA DO VALE;2,94953E+13;;M;DO SOL;2780;PRAIA DE ITAPARICA;29102020
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9630708;ENFANT ESPECIALIDADES PEDIATRICAS;KARLA DELEVEDOVE TAGLIA FERRE;;;M;AV FRANCISCO LACERDA DE AGUIAR;10;GILBERTO MACHADO;29303300
202107;320320;ES;LINHARES;3797171;RENATO LANGUARDIA LOPES;RENATO LANGUARDIA LOPES;;;M;RUA NICOLA BIANCARDI;1121;CENTRO;29901180
202107;320520;ES;VILA VELHA;9622691;IDEAL ODONTO LTDA;IDEAL ODONTO LTDA;3,0235E+13;;M;SANTA LEOPOLDINA;1101;PRAIA DE ITAPARICA;29102041
202107;320060;ES;ARACRUZ;9624406;FARMA VIDA;DROGARIA BARRAFARMA LTDA;3,24456E+13;;M;PROFESSOR APARICIO ALVARENGA;870;BARRA DO RIACHO;29197556
202107;320010;ES;AFONSO CLAUDIO;3762378;CONSULTORIO ODONTOLOGICO DR DALVA;DALVA MARIA RIGUETO LACERDA;;;M;AV HERMOGENES FAFA;203;CUSTODIO LEITE RIBEI;29600000
202107;320060;ES;ARACRUZ;9624392;FARMACIAS PAGUE MENOS;EMPREENDIMENTOS PAGUE MENOS S A;6,62625E+12;;M;VENANCIO FLORES;1197;CENTRO;29190105
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9610030;LUIZ SERGIO ERVATTI;LUIZ SERGIO ERVATTI;;;M;AV RUTH DE ALMEIDA RAMOS VIEIRA;31;GILBERTO MACHADO;29303275
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9621687;UNIGASTRO;MARIA ROSENELI SCARTON D ESTE;;;M;AV FRANCISCO LACERDA DE AGUIAR;177;GILBERTO MACHADO;29303383
202107;320140;ES;CASTELO;9616330;MEDICINA CAMPANHA;MEDICINA J R CAMPANHA LTDA;2,17984E+13;;M;JOCARLY GARCIA;655;SAO MIGUEL;29360000
202107;320280;ES;ITAPEMIRIM;9732187;COMUNIDADE TERAPEUTICA RESIGNIFICAR;ASSOCIACAO DE CULTURA SOCIAL E DE INCLUSAO SOCIAL COMUNIDA;2,15855E+13;;M;DT SAO JOSE DO FRADE;S/N;SAO JOSE DO FRADE;29330000
202107;320530;ES;VITORIA;9717587;CLINICA CONTINUAR;CONTINUAR SERVICOS EM PSICOLOGIA LTDA;3,10564E+13;;M;AV NOSSA SENHORA DA PENHA;689;SANTA LUCIA;29056250
202107;320515;ES;VILA PAVAO;9734201;M FARMA;DROGARIA HAESE LTDA;7,58519E+12;;M;VX DE NOVEMBRO;280;CENTRO;29843000
202107;320490;ES;SAO MATEUS;9738487;INSTITUTO DE ORTOPEDIA;INSTITUTO DE ORTOPEDIA DO ESPIRITO SANTO IOTES LTDA;3,13646E+13;;M;RUA LIBERDADE;50;CENTRO;29930130
202107;320190;ES;DOMINGOS MARTINS;3958833;BIOLABOR;BIOLABOR LABORATORIO LTDA;7,38176E+12;;M;RUA DO CANAL;S/N;PEDRA AZUL;29278000
202107;320240;ES;GUARAPARI;3950786;ANA MARIA DE OLIVEIRA COELHO;ANA MARIA DE OLIVEIRA COELHO;;;M;RUA ADOLFO CASSARIO;25;MUQUICABA;29200150
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;3950697;FISION;S SARTORIO MUNHOES;7,90215E+12;;M;RUA DOM FERNANDO;61;INDEPENDENCIA;29300060
202107;320290;ES;ITARANA;3923630;FISIO SANTA CLARA;CENTRO DE FISIOTERAPIA E REABILITACAO LTDA;5,7481E+12;;M;RUA ANTONIO DE OLIVEIRA DINIZ;23;CENTR;29620000
202107;320360;ES;MUCURICI;3950808;LABORATORIO DE ANALISES CLINICAS DE MUCURICI ES;PREFEITURA MUNICIPAL DE MUCURICI;;2,71741E+13;M;RUA PRESIDENTE KENNEDY;S/N;PLANALTO;29880000
202107;320500;ES;SERRA;3942147;APAE DA SERRA;APAE ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPICIONAIS DA SERRA;2,75647E+13;;M;RUA AFONSO ARINIS DE MELO E FRANCO;133;LARANJEIRAS;29165491
202107;320500;ES;SERRA;3950840;ECOCARDIO CARDIOCLINICA E DIAGNOSTICO LTDA;ECOCARDIO CARDIOCLINICA E DIAGNOSTICO LTDA;8,95967E+11;;M;AV CENTRAL;621;LARANJEIRAS;29165130
202107;320500;ES;SERRA;3950867;MAURA BALBINOT MARTINS;MAURA BALBINOT MARTINS;;;M;AV PRIMEIRA AVENIDA;231;LARANJEIRAS;29165155
202107;320500;ES;SERRA;3950883;CENTRAL MED;CLINICA MEDICA LOUREIRO VALADAO S S LTDA;5,63071E+12;;M;AV CENTRAL;1198;PQ RESD LARANJEIRA;29165130
202107;320520;ES;VILA VELHA;3959287;CARDIOCLINICA;CENTRO CLINICO 7 DE SETEMBRO LTDA;7,21225E+12;;M;DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;29101260
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;3960870;EDIRALDO GOMES JACINTO;EDIRALDO GOMES JACINTO;;;M;RUA COSTA PEREIRA;48;CENTRO;29300090
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;3960897;MARIA AMELIA GRAFINASSI MOREIRA;MARIA AMELIA GRAFINASSI MOREIRA;;;M;AVENIDA FRANCISCO LACERDA DE AGUIAR;10;GILBERTO MACHADO;29303300
202107;320130;ES;CARIACICA;9742298;CAF CARIACICA;PREFEITURA MUNICIPAL DE CARIACICA;;2,71505E+13;M;RUA CURITIBA;S/N;RIO BRANCO;29147712
202107;320460;ES;SANTA TERESA;9724400;STUDIO MAYANE ARAUJO;MAYANE ARAUJO SILVA BROSEGHINI;2,29182E+13;;M;LICINIO LOUREIRO;482;CANAA;29650000
202107;320520;ES;VILA VELHA;9731091;LABORATORIO PRETTI ITAPUA;LABORATORIO PRETTI LTDA;2,77256E+13;;M;WALDEMAR VERCOSA PITANGA;410;ITAPUA;29101522
202107;320520;ES;VILA VELHA;9747761;PEDICLIN CONSULTORIO;PEDICLIN CONSULTORIO MEDICO LTDA;2,3109E+13;;M;MARANHAO;575;PRAIA DA COSTA;29101340
202107;320490;ES;SAO MATEUS;2484145;USF HERMINIO RODRIGUES DA SILVA SANTA MARIA;PREFEITURA MUNICIPAL DE SAO MATEUS;;2,71675E+13;M;RUA BELARMINO MORAES;S/N;SANTA MARIA;29932540
202107;320450;ES;SANTA LEOPOLDINA;2522764;UNIDADE BASICA ESF RIO DAS FARINHAS;MUNICIPIO DE SANTA LEOPOLDINA;;2,71655E+13;M;ZONA RURAL;S/N;RIO DAS FARINHAS;29640000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9802886;MEDIT;MEDIT MEDICINA DO TRABALHO LTDA;7,03025E+12;;M;PRACA JERONIMO MONTEIRO;67;CENTRO;29300170
202107;320495;ES;SAO ROQUE DO CANAA;9818901;LIMA ODONTOLOGIA;LIMA ODONTOLOGIA LTDA;3,29619E+13;;M;PRACA GERALDO LIMA;66;CENTRO;29665000
202107;320280;ES;ITAPEMIRIM;9647082;DROGARIA ITAIFARMA LTDA;DROGARIA ITAIFARMA;7,04171E+12;;M;AV ITAPEMIRIM;S/N;ITAIPAVA;29330000
202107;320220;ES;FUNDAO;9670289;FARMACIA BASICA DE FUNDAO;PREFEITURA MUNICIPAL DE FUNDAO;;2,71652E+13;M;AV CESAR PEGORETTI;S/N;OSEIAS;29185000
202107;320316;ES;LARANJA DA TERRA;9687831;BIOLAB CENTER;LABORATORIO DE ANALISES CLINICAS NOSSA SENHORA AUXILIADORA;1,90294E+13;;M;AV CARLOS STABNOW;494;CENTRO;29615000
202107;320520;ES;VILA VELHA;9690522;IMMENSITA PSICOLOGIA E SAUDE;DANIELA S MACIEL PSICOLOGIA SAUDE E BEM ESTAR;3,08067E+13;;M;CONSTRUTOR SEBASTIAO SOARES DE SOUZA;70;PRAIA DA COSTA;29101350
202107;320530;ES;VITORIA;9551980;MAGISTRAL FARMACIA DE MANIPULACAO LTDA;MAGISTRAL FARMACIA DE MANIPULACAO LTDA;1,43653E+12;;M;RUA DESEMBARGADOR FERREIRA COELHO;136;PRAIA DO SUA;29052210
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9568069;LIVIA PEREIRA TIRADENTES;LIVIA PEREIRA TIRADENTES;;;M;RUA ESTRELA DO NORTE;62;SUMARE;29304507
202107;320280;ES;ITAPEMIRIM;9654755;FORTT FARMA;DROGARIA TERCEIRO PASSO LTDA;2,19994E+13;;M;AVENIDA ITAPEMIRIM;827;ITAIPAVA;29338000
202107;320220;ES;FUNDAO;2652803;UNIDADE DE SAUDE DA FAMILIA DRA MILENA GOTTARDI TONINI;PREFEITURA MUNICIPAL DE FUNDAO;;2,71652E+13;M;AV CESAR PEGORETTI;S/N;CENTRO;29185000
202107;320410;ES;PINHEIROS;9568212;CONSULTORIO ODONTOLOGICO BRUNO ORLETTI GADIOLI;BRUNO ORLETTI GADIOLI;;;M;RUA LOUSIVAL CARVALHO;S/N;CENTRO;29980000
202107;320490;ES;SAO MATEUS;5464528;BELLA DERM;BELLA DERM CENTRO INTEGRADO DE MEDICINA E ESTETICA LTDA ME;8,75885E+12;;M;RUA CORONEL CONSTANTINO CUNHA;1729;FATIMA;29933530
202107;320313;ES;JOAO NEIVA;9291822;DEOZOLINA HELENA CUZZUOL;DEOZOLINA HELENA CUZZUOL LTDA ME;2,82761E+13;;M;PRESIDENTE VARGAS;531;CENTRO;29680000
202107;320460;ES;SANTA TERESA;9297464;HELIO HENRIQUES ARAUJO;HELIO HENRIQUES ARAUJO CIA LTDA ME;2,82508E+13;;M;RUA LUIZ DUARTE MACHADO DA SILVA;188;RECANTO DO VALE;29650000
202107;320245;ES;IBATIBA;9303243;CLINICA DO BEM;CLINICA DO BEM EIRELI;2,18113E+13;;M;RUA DAVID GOMES DE OLIVEIRA;151;NOVO HORIZONTE;29395000
202107;320390;ES;NOVA VENECIA;3787036;CLINICA SAO MARCOS;DR WILSON BARCELOS DA SILVA FILHO;;;M;RUA PARANA;164;BEIRA RIO;29830000
202107;320390;ES;NOVA VENECIA;3787982;CLINICA SAO MARCOS;DR AYLTON PERUCHI;;;M;RUA PARANA;164;BEIRA RIO;29830000
202107;320150;ES;COLATINA;297739;CARLOS TADEU MARIANELLI;TMBF SERVICOS MEDICOS MARIANELLI LTDA;3,37425E+13;;M;SANTA MARIA;66;CENTRO;29700200
202107;320040;ES;ANCHIETA;3707067;MICHELLY FREIRE CORREA;MICHELLY FREIRE CORREA;;;M;AV CARLOS LINDEMBERG;243;CENTRO;29230000
202107;320530;ES;VITORIA;305065;AUBE SAUDE DA MENTE;AUBE SAUDE DA MENTE LTDA;3,67699E+13;;M;RUA WALTER JOSE PASOLINI;85;ENSEADA DO SUA;29050280
202107;320500;ES;SERRA;259756;UNIKODONTO LTDA;UNIKODONTO LTDA;2,60583E+13;;M;AV BRASIL;1140;NOVO HORIZONTE;29163331
202107;320410;ES;PINHEIROS;150703;PHARMED;ACEZ FARMACIA LTDA;7,03607E+12;;M;AV AGENOR LUIS HERINGER;310;CENTRO;29980000
